m,TagName,
"2012-10-01 00:00:00","ruby","2247"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3177"
"2012-11-01 00:00:00","c#","12173"
"2012-11-01 00:00:00","c++","6241"
"2012-11-01 00:00:00","delphi","440"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13510"
"2012-11-01 00:00:00","javascript","12276"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11682"
"2012-11-01 00:00:00","python","6370"
"2012-11-01 00:00:00","r","1341"
"2012-11-01 00:00:00","ruby","2122"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2553"
"2012-12-01 00:00:00","c#","10889"
"2012-12-01 00:00:00","c++","5657"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12335"
"2012-12-01 00:00:00","javascript","11679"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10966"
"2012-12-01 00:00:00","python","5725"
"2012-12-01 00:00:00","r","1207"
"2012-12-01 00:00:00","ruby","1901"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","290"
"2013-01-01 00:00:00","c","2891"
"2013-01-01 00:00:00","c#","12692"
"2013-01-01 00:00:00","c++","6006"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","100"
"2013-01-01 00:00:00","java","13620"
"2013-01-01 00:00:00","javascript","13719"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12784"
"2013-01-01 00:00:00","python","6531"
"2013-01-01 00:00:00","r","1503"
"2013-01-01 00:00:00","ruby","2294"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3082"
"2013-02-01 00:00:00","c#","12429"
"2013-02-01 00:00:00","c++","6033"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13603"
"2013-02-01 00:00:00","javascript","13558"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12439"
"2013-02-01 00:00:00","python","6705"
"2013-02-01 00:00:00","r","1654"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3410"
"2013-03-01 00:00:00","c#","14177"
"2013-03-01 00:00:00","c++","7143"
"2013-03-01 00:00:00","delphi","520"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15809"
"2013-03-01 00:00:00","javascript","15206"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","13995"
"2013-03-01 00:00:00","python","7580"
"2013-03-01 00:00:00","r","1838"
"2013-03-01 00:00:00","ruby","2548"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","328"
"2013-04-01 00:00:00","c","3510"
"2013-04-01 00:00:00","c#","13802"
"2013-04-01 00:00:00","c++","7073"
"2013-04-01 00:00:00","delphi","505"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16091"
"2013-04-01 00:00:00","javascript","15219"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13288"
"2013-04-01 00:00:00","python","7888"
"2013-04-01 00:00:00","r","1827"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3174"
"2013-05-01 00:00:00","c#","13350"
"2013-05-01 00:00:00","c++","6783"
"2013-05-01 00:00:00","delphi","524"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15114"
"2013-05-01 00:00:00","javascript","14947"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12963"
"2013-05-01 00:00:00","python","7768"
"2013-05-01 00:00:00","r","1769"
"2013-05-01 00:00:00","ruby","2331"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2919"
"2013-06-01 00:00:00","c#","12671"
"2013-06-01 00:00:00","c++","6160"
"2013-06-01 00:00:00","delphi","472"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13794"
"2013-06-01 00:00:00","javascript","14476"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12594"
"2013-06-01 00:00:00","python","7553"
"2013-06-01 00:00:00","r","1758"
"2013-06-01 00:00:00","ruby","2211"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","c","2983"
"2013-07-01 00:00:00","c#","14038"
"2013-07-01 00:00:00","c++","6537"
"2013-07-01 00:00:00","delphi","502"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15014"
"2013-07-01 00:00:00","javascript","16681"
"2013-07-01 00:00:00","perl","949"
"2013-07-01 00:00:00","php","14166"
"2013-07-01 00:00:00","python","8565"
"2013-07-01 00:00:00","r","1952"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2990"
"2013-08-01 00:00:00","c#","13736"
"2013-08-01 00:00:00","c++","6205"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14902"
"2013-08-01 00:00:00","javascript","16704"
"2013-08-01 00:00:00","perl","830"
"2013-08-01 00:00:00","php","14171"
"2013-08-01 00:00:00","python","7896"
"2013-08-01 00:00:00","r","1907"
"2013-08-01 00:00:00","ruby","2470"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","287"
"2013-09-01 00:00:00","c","3361"
"2013-09-01 00:00:00","c#","13625"
"2013-09-01 00:00:00","c++","6477"
"2013-09-01 00:00:00","delphi","484"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16090"
"2013-09-01 00:00:00","javascript","17537"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14085"
"2013-09-01 00:00:00","python","7908"
"2013-09-01 00:00:00","r","1699"
"2013-09-01 00:00:00","ruby","2377"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","374"
"2013-10-01 00:00:00","c","4211"
"2013-10-01 00:00:00","c#","15064"
"2013-10-01 00:00:00","c++","7899"
"2013-10-01 00:00:00","delphi","517"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18528"
"2013-10-01 00:00:00","javascript","19551"
"2013-10-01 00:00:00","perl","809"
"2013-10-01 00:00:00","php","15139"
"2013-10-01 00:00:00","python","9424"
"2013-10-01 00:00:00","r","2073"
"2013-10-01 00:00:00","ruby","2780"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","c","4246"
"2013-11-01 00:00:00","c#","14459"
"2013-11-01 00:00:00","c++","8052"
"2013-11-01 00:00:00","delphi","454"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18531"
"2013-11-01 00:00:00","javascript","18320"
"2013-11-01 00:00:00","perl","815"
"2013-11-01 00:00:00","php","14658"
"2013-11-01 00:00:00","python","9436"
"2013-11-01 00:00:00","r","2169"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","353"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13508"
"2013-12-01 00:00:00","c++","6951"
"2013-12-01 00:00:00","delphi","444"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17273"
"2013-12-01 00:00:00","javascript","17872"
"2013-12-01 00:00:00","perl","759"
"2013-12-01 00:00:00","php","14222"
"2013-12-01 00:00:00","python","8383"
"2013-12-01 00:00:00","r","1901"
"2013-12-01 00:00:00","ruby","2427"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","335"
"2014-01-01 00:00:00","c","3700"
"2014-01-01 00:00:00","c#","15201"
"2014-01-01 00:00:00","c++","7615"
"2014-01-01 00:00:00","delphi","483"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18498"
"2014-01-01 00:00:00","javascript","20926"
"2014-01-01 00:00:00","perl","805"
"2014-01-01 00:00:00","php","16566"
"2014-01-01 00:00:00","python","9783"
"2014-01-01 00:00:00","r","2331"
"2014-01-01 00:00:00","ruby","2745"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3945"
"2014-02-01 00:00:00","c#","15000"
"2014-02-01 00:00:00","c++","7593"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19036"
"2014-02-01 00:00:00","javascript","20963"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16299"
"2014-02-01 00:00:00","python","9832"
"2014-02-01 00:00:00","r","2606"
"2014-02-01 00:00:00","ruby","2586"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","446"
"2014-03-01 00:00:00","c","4526"
"2014-03-01 00:00:00","c#","16021"
"2014-03-01 00:00:00","c++","8592"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21712"
"2014-03-01 00:00:00","javascript","22466"
"2014-03-01 00:00:00","perl","905"
"2014-03-01 00:00:00","php","18098"
"2014-03-01 00:00:00","python","11347"
"2014-03-01 00:00:00","r","2784"
"2014-03-01 00:00:00","ruby","2935"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","c","3966"
"2014-04-01 00:00:00","c#","15161"
"2014-04-01 00:00:00","c++","8054"
"2014-04-01 00:00:00","delphi","385"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20609"
"2014-04-01 00:00:00","javascript","21236"
"2014-04-01 00:00:00","perl","819"
"2014-04-01 00:00:00","php","17416"
"2014-04-01 00:00:00","python","10665"
"2014-04-01 00:00:00","r","2710"
"2014-04-01 00:00:00","ruby","2736"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","325"
"2014-05-01 00:00:00","c","3226"
"2014-05-01 00:00:00","c#","13764"
"2014-05-01 00:00:00","c++","6707"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17742"
"2014-05-01 00:00:00","javascript","19578"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14557"
"2014-05-01 00:00:00","python","9166"
"2014-05-01 00:00:00","r","2569"
"2014-05-01 00:00:00","ruby","2665"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","262"
"2014-06-01 00:00:00","c","2745"
"2014-06-01 00:00:00","c#","12357"
"2014-06-01 00:00:00","c++","5599"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15733"
"2014-06-01 00:00:00","javascript","18120"
"2014-06-01 00:00:00","perl","674"
"2014-06-01 00:00:00","php","12821"
"2014-06-01 00:00:00","python","8849"
"2014-06-01 00:00:00","r","2379"
"2014-06-01 00:00:00","ruby","2322"
"2014-06-01 00:00:00","swift","2380"
"2014-07-01 00:00:00","assembly","212"
"2014-07-01 00:00:00","c","2807"
"2014-07-01 00:00:00","c#","13529"
"2014-07-01 00:00:00","c++","6207"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17188"
"2014-07-01 00:00:00","javascript","19942"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14109"
"2014-07-01 00:00:00","python","9846"
"2014-07-01 00:00:00","r","2614"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2661"
"2014-08-01 00:00:00","c#","12373"
"2014-08-01 00:00:00","c++","5827"
"2014-08-01 00:00:00","delphi","419"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15569"
"2014-08-01 00:00:00","javascript","18286"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13058"
"2014-08-01 00:00:00","python","9054"
"2014-08-01 00:00:00","r","2448"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1683"
"2014-09-01 00:00:00","assembly","272"
"2014-09-01 00:00:00","c","3207"
"2014-09-01 00:00:00","c#","12220"
"2014-09-01 00:00:00","c++","6130"
"2014-09-01 00:00:00","delphi","441"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16495"
"2014-09-01 00:00:00","javascript","17960"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13201"
"2014-09-01 00:00:00","python","8701"
"2014-09-01 00:00:00","r","2350"
"2014-09-01 00:00:00","ruby","2259"
"2014-09-01 00:00:00","swift","1888"
"2014-10-01 00:00:00","assembly","385"
"2014-10-01 00:00:00","c","3772"
"2014-10-01 00:00:00","c#","12439"
"2014-10-01 00:00:00","c++","6762"
"2014-10-01 00:00:00","delphi","406"
"2014-10-01 00:00:00","go","378"
"2014-10-01 00:00:00","java","17700"
"2014-10-01 00:00:00","javascript","18767"
"2014-10-01 00:00:00","perl","637"
"2014-10-01 00:00:00","php","13401"
"2014-10-01 00:00:00","python","9516"
"2014-10-01 00:00:00","r","2753"
"2014-10-01 00:00:00","ruby","2333"
"2014-10-01 00:00:00","swift","2450"
"2014-11-01 00:00:00","assembly","374"
"2014-11-01 00:00:00","c","3632"
"2014-11-01 00:00:00","c#","11757"
"2014-11-01 00:00:00","c++","6495"
"2014-11-01 00:00:00","delphi","422"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17656"
"2014-11-01 00:00:00","javascript","17834"
"2014-11-01 00:00:00","perl","655"
"2014-11-01 00:00:00","php","12880"
"2014-11-01 00:00:00","python","9510"
"2014-11-01 00:00:00","r","2689"
"2014-11-01 00:00:00","ruby","2105"
"2014-11-01 00:00:00","swift","2541"
"2014-12-01 00:00:00","assembly","318"
"2014-12-01 00:00:00","c","3136"
"2014-12-01 00:00:00","c#","10986"
"2014-12-01 00:00:00","c++","6023"
"2014-12-01 00:00:00","delphi","312"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16208"
"2014-12-01 00:00:00","javascript","16853"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12175"
"2014-12-01 00:00:00","python","8988"
"2014-12-01 00:00:00","r","2346"
"2014-12-01 00:00:00","ruby","2138"
"2014-12-01 00:00:00","swift","2470"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3195"
"2015-01-01 00:00:00","c#","11664"
"2015-01-01 00:00:00","c++","6086"
"2015-01-01 00:00:00","delphi","375"
"2015-01-01 00:00:00","go","467"
"2015-01-01 00:00:00","java","16399"
"2015-01-01 00:00:00","javascript","18403"
"2015-01-01 00:00:00","perl","587"
"2015-01-01 00:00:00","php","13462"
"2015-01-01 00:00:00","python","9622"
"2015-01-01 00:00:00","r","2664"
"2015-01-01 00:00:00","ruby","2412"
"2015-01-01 00:00:00","swift","3034"
"2015-02-01 00:00:00","assembly","354"
"2015-02-01 00:00:00","c","3349"
"2015-02-01 00:00:00","c#","11722"
"2015-02-01 00:00:00","c++","6427"
"2015-02-01 00:00:00","delphi","409"
"2015-02-01 00:00:00","go","380"
"2015-02-01 00:00:00","java","16620"
"2015-02-01 00:00:00","javascript","18528"
"2015-02-01 00:00:00","perl","561"
"2015-02-01 00:00:00","php","13392"
"2015-02-01 00:00:00","python","10142"
"2015-02-01 00:00:00","r","2948"
"2015-02-01 00:00:00","ruby","2252"
"2015-02-01 00:00:00","swift","3222"
"2015-03-01 00:00:00","assembly","377"
"2015-03-01 00:00:00","c","3898"
"2015-03-01 00:00:00","c#","13179"
"2015-03-01 00:00:00","c++","7340"
"2015-03-01 00:00:00","delphi","404"
"2015-03-01 00:00:00","go","467"
"2015-03-01 00:00:00","java","19601"
"2015-03-01 00:00:00","javascript","20382"
"2015-03-01 00:00:00","perl","628"
"2015-03-01 00:00:00","php","14786"
"2015-03-01 00:00:00","python","11514"
"2015-03-01 00:00:00","r","3545"
"2015-03-01 00:00:00","ruby","2451"
"2015-03-01 00:00:00","swift","3577"
"2015-04-01 00:00:00","assembly","431"
"2015-04-01 00:00:00","c","3933"
"2015-04-01 00:00:00","c#","12994"
"2015-04-01 00:00:00","c++","7097"
"2015-04-01 00:00:00","delphi","383"
"2015-04-01 00:00:00","go","385"
"2015-04-01 00:00:00","java","19665"
"2015-04-01 00:00:00","javascript","20785"
"2015-04-01 00:00:00","perl","573"
"2015-04-01 00:00:00","php","14831"
"2015-04-01 00:00:00","python","11358"
"2015-04-01 00:00:00","r","3304"
"2015-04-01 00:00:00","ruby","2492"
"2015-04-01 00:00:00","swift","3997"
"2015-05-01 00:00:00","assembly","365"
"2015-05-01 00:00:00","c","3505"
"2015-05-01 00:00:00","c#","13270"
"2015-05-01 00:00:00","c++","6774"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","395"
"2015-05-01 00:00:00","java","18392"
"2015-05-01 00:00:00","javascript","22009"
"2015-05-01 00:00:00","perl","525"
"2015-05-01 00:00:00","php","14439"
"2015-05-01 00:00:00","python","11155"
"2015-05-01 00:00:00","r","3404"
"2015-05-01 00:00:00","ruby","2497"
"2015-05-01 00:00:00","swift","3777"
"2015-06-01 00:00:00","assembly","263"
"2015-06-01 00:00:00","c","3147"
"2015-06-01 00:00:00","c#","13453"
"2015-06-01 00:00:00","c++","6478"
"2015-06-01 00:00:00","delphi","384"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17713"
"2015-06-01 00:00:00","javascript","22477"
"2015-06-01 00:00:00","perl","568"
"2015-06-01 00:00:00","php","14235"
"2015-06-01 00:00:00","python","11718"
"2015-06-01 00:00:00","r","3406"
"2015-06-01 00:00:00","ruby","2568"
"2015-06-01 00:00:00","swift","4308"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2800"
"2015-07-01 00:00:00","c#","14036"
"2015-07-01 00:00:00","c++","6664"
"2015-07-01 00:00:00","delphi","384"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18549"
"2015-07-01 00:00:00","javascript","23818"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15233"
"2015-07-01 00:00:00","python","12242"
"2015-07-01 00:00:00","r","3960"
"2015-07-01 00:00:00","ruby","2577"
"2015-07-01 00:00:00","swift","5127"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","c","2564"
"2015-08-01 00:00:00","c#","13158"
"2015-08-01 00:00:00","c++","5845"
"2015-08-01 00:00:00","delphi","384"
"2015-08-01 00:00:00","go","445"
"2015-08-01 00:00:00","java","16971"
"2015-08-01 00:00:00","javascript","22023"
"2015-08-01 00:00:00","perl","551"
"2015-08-01 00:00:00","php","14116"
"2015-08-01 00:00:00","python","11164"
"2015-08-01 00:00:00","r","3484"
"2015-08-01 00:00:00","ruby","2305"
"2015-08-01 00:00:00","swift","5067"
"2015-09-01 00:00:00","assembly","254"
"2015-09-01 00:00:00","c","3074"
"2015-09-01 00:00:00","c#","12865"
"2015-09-01 00:00:00","c++","5881"
"2015-09-01 00:00:00","delphi","356"
"2015-09-01 00:00:00","go","417"
"2015-09-01 00:00:00","java","16818"
"2015-09-01 00:00:00","javascript","21273"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13388"
"2015-09-01 00:00:00","python","10910"
"2015-09-01 00:00:00","r","3314"
"2015-09-01 00:00:00","ruby","2152"
"2015-09-01 00:00:00","swift","4527"
"2015-10-01 00:00:00","assembly","426"
"2015-10-01 00:00:00","c","3662"
"2015-10-01 00:00:00","c#","12718"
"2015-10-01 00:00:00","c++","7006"
"2015-10-01 00:00:00","delphi","420"
"2015-10-01 00:00:00","go","421"
"2015-10-01 00:00:00","java","18392"
"2015-10-01 00:00:00","javascript","21685"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13786"
"2015-10-01 00:00:00","python","12416"
"2015-10-01 00:00:00","r","3649"
"2015-10-01 00:00:00","ruby","2185"
"2015-10-01 00:00:00","swift","4279"
"2015-11-01 00:00:00","assembly","399"
"2015-11-01 00:00:00","c","3592"
"2015-11-01 00:00:00","c#","12315"
"2015-11-01 00:00:00","c++","7051"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17652"
"2015-11-01 00:00:00","javascript","21133"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13174"
"2015-11-01 00:00:00","python","12220"
"2015-11-01 00:00:00","r","3514"
"2015-11-01 00:00:00","ruby","1952"
"2015-11-01 00:00:00","swift","4303"
"2015-12-01 00:00:00","assembly","350"
"2015-12-01 00:00:00","c","3078"
"2015-12-01 00:00:00","c#","12069"
"2015-12-01 00:00:00","c++","6529"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","415"
"2015-12-01 00:00:00","java","16431"
"2015-12-01 00:00:00","javascript","20959"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","php","13596"
"2015-12-01 00:00:00","python","11589"
"2015-12-01 00:00:00","r","3167"
"2015-12-01 00:00:00","ruby","2024"
"2015-12-01 00:00:00","swift","4358"
"2016-01-01 00:00:00","assembly","245"
"2016-01-01 00:00:00","c","3031"
"2016-01-01 00:00:00","c#","12298"
"2016-01-01 00:00:00","c++","6071"
"2016-01-01 00:00:00","delphi","317"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16519"
"2016-01-01 00:00:00","javascript","22397"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14407"
"2016-01-01 00:00:00","python","12287"
"2016-01-01 00:00:00","r","3516"
"2016-01-01 00:00:00","ruby","2138"
"2016-01-01 00:00:00","swift","4766"
"2016-02-01 00:00:00","assembly","343"
"2016-02-01 00:00:00","c","3259"
"2016-02-01 00:00:00","c#","12670"
"2016-02-01 00:00:00","c++","6526"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","539"
"2016-02-01 00:00:00","java","17732"
"2016-02-01 00:00:00","javascript","22340"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14752"
"2016-02-01 00:00:00","python","13197"
"2016-02-01 00:00:00","r","3569"
"2016-02-01 00:00:00","ruby","2245"
"2016-02-01 00:00:00","swift","4734"
"2016-03-01 00:00:00","assembly","433"
"2016-03-01 00:00:00","c","3429"
"2016-03-01 00:00:00","c#","13541"
"2016-03-01 00:00:00","c++","6987"
"2016-03-01 00:00:00","delphi","337"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19764"
"2016-03-01 00:00:00","javascript","23949"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","14991"
"2016-03-01 00:00:00","python","14011"
"2016-03-01 00:00:00","r","4034"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5051"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3345"
"2016-04-01 00:00:00","c#","13657"
"2016-04-01 00:00:00","c++","6867"
"2016-04-01 00:00:00","delphi","326"
"2016-04-01 00:00:00","go","601"
"2016-04-01 00:00:00","java","19390"
"2016-04-01 00:00:00","javascript","23336"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14356"
"2016-04-01 00:00:00","python","13581"
"2016-04-01 00:00:00","r","4113"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4733"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2714"
"2016-05-01 00:00:00","c#","13442"
"2016-05-01 00:00:00","c++","6109"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16931"
"2016-05-01 00:00:00","javascript","22878"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14336"
"2016-05-01 00:00:00","python","13056"
"2016-05-01 00:00:00","r","3787"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c","2290"
"2016-06-01 00:00:00","c#","13012"
"2016-06-01 00:00:00","c++","5689"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15856"
"2016-06-01 00:00:00","javascript","22053"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13531"
"2016-06-01 00:00:00","python","12859"
"2016-06-01 00:00:00","r","3850"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4779"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2339"
"2016-07-01 00:00:00","c#","11940"
"2016-07-01 00:00:00","c++","5439"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14872"
"2016-07-01 00:00:00","javascript","22084"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12827"
"2016-07-01 00:00:00","python","12772"
"2016-07-01 00:00:00","r","3737"
"2016-07-01 00:00:00","ruby","1894"
"2016-07-01 00:00:00","swift","4911"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2199"
"2016-08-01 00:00:00","c#","12675"
"2016-08-01 00:00:00","c++","4998"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","566"
"2016-08-01 00:00:00","java","15131"
"2016-08-01 00:00:00","javascript","22563"
"2016-08-01 00:00:00","perl","457"
"2016-08-01 00:00:00","php","12821"
"2016-08-01 00:00:00","python","12870"
"2016-08-01 00:00:00","r","3779"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4884"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c","2497"
"2016-09-01 00:00:00","c#","11054"
"2016-09-01 00:00:00","c++","5117"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14587"
"2016-09-01 00:00:00","javascript","20334"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12034"
"2016-09-01 00:00:00","python","12291"
"2016-09-01 00:00:00","r","3296"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11419"
"2016-10-01 00:00:00","c++","5950"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15249"
"2016-10-01 00:00:00","javascript","20342"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12159"
"2016-10-01 00:00:00","python","13455"
"2016-10-01 00:00:00","r","3768"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4718"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3251"
"2016-11-01 00:00:00","c#","11611"
"2016-11-01 00:00:00","c++","6043"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","475"
"2016-11-01 00:00:00","java","15582"
